,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"شماره","خوشه","نام گروه","نام استاندارد","کد استاندارد قدیم","ISCO",,,,,,,,,,,,,,,"پیشنیاز","سطح تحصيلات ورودي","ساعت- نظری","ساعت-عملی","ساعت-کارورزی","ساعت-پروژه","ساعت کل","کارو دانش","نوع","نام استاندارد به لاتین","تاریخ تدوین و به روز رسانی"
,,,,,"نسخه","کد شایستگی",,,"کد شغل",,,"کد گروه",,,"سطح مهارت","کد ISCO",,,,,,,,,,,,,,
"4860","صنعت","صنایع نساجی","کارور ماشین (کرمپل) کاردینگ پشمی و فاستونی","815120270060001","2","0","0","0","6","0","0","7","2","0","2","1","5","1","8","ندارد","پایان دوره اول متوسطه(پایان دوره راهنمایی)","61","112","0","0","173","هیچ کدام","شغل","Operator of carding(crimple) machines for worsted or woolen fibres ","1398/9/2"
"4861","صنعت","صنایع نساجی","کارور ماشین بافندگی واترجت","815220270070001","2","0","0","0","7","0","0","7","2","0","2","2","5","1","8","ندارد","پایان دوره اول متوسطه(پایان دوره راهنمایی)","104","174","0","0","278","هیچ کدام","شغل","Operator of water jet weaving looms  ","1398/9/2"
"4862","صنعت","صنایع نساجی","کارور ماشین تمام تاب (رینگ)","815120270130001","2","0","0","0","3","1","0","7","2","0","2","1","5","1","8","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","88","142","0","0","230","هیچ کدام","شغل","Operator of ring spinning frame  ","1398/9/2"
"4863","صنعت","صنایع نساجی","کارور ماشین دو یا چند لاکنی","815120270170001","2","0","0","0","7","1","0","7","2","0","2","1","5","1","8","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","63","112","0","0","175","هیچ کدام","شغل","Operator of double or multiple machines   ","1398/9/2"
"4864","فرهنگ و هنر","هنرهای تجسمی","نقاش کاریکاتور","-","1","0","0","0","1","7","0","3","8","0","2","6","1","3","7","ندارد","پايان دوره اول متوسطه (پايان دوره راهنمایی)","125","297","0","0","422","هیچ کدام","شغل","Caricaturist","1398/8/13"
"4865","فرهنگ و هنر","صنایع دستی (دوخت های سنتی)","گلابتون دوزی(کمه دوزی)","731820810590001","1","4","0","0","0","0","0","1","8","0","2","8","1","3","7","ندارد"," پایان دوره اول متوسطه(پایان دوره راهنمایی)","27","138","0","0","165","هیچ کدام","شایستگی","Passementerie","1398/7/30"
"4866","فرهنگ و هنر","صنایع دستی(بافت)","قلاب بافی ایرلندی","-","1","1","0","0","5","3","0","5","7","0","2","8","1","3","7","ندارد","پایان دوره اول متوسطه ( پایان دوره راهنمایی)","22","68","0","0","90","هیچ کدام","شایستگی","Crochet Irish","1398/7/29"
"4867","فرهنگ و هنر","طلا و جواهرسازی","النگوسازی","-","2","4","1","0","3","0","0","9","7","0","2","3","1","3","7","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","22","93","0","0","115","هیچ کدام","شایستگی","Bangles  Making","1398/6/31"
"4868","فرهنگ و هنر","صنایع دستی (چوب، فلز، سفال، چاپ، سنگ ،شیشه ، چرم)","ساخت احجام چرمی ","-","1","2","0","0","0","0","0","7","7","0","2","8","1","3","7","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","24","91","0","0","115","هیچ کدام","شایستگی","Making embossed leather","1398/8/12"
"4869","صنعت","مکانیک","طراح موتور خودرو با نرم افزار SOLID WORKS","-","1","0","0","0","4","0","0","1","4","0","4","4","4","1","2","ندارد","لیسانس مهندسی مکانیک","70","160","0","0","230","هیچ کدام","شغل","Car Engine Design with Solid Works  Automotive design software","1398/7/29"
"4870","صنعت","برق","تعمیرکار جرثقیل تاورکرین","-","1","0","0","0","0","2","0","5","0","0","2","2","1","4","7","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","124","300","0","0","424","هیچ کدام","شغل","Tower crane repairman","1398/7/28"
"4871","صنعت","ساختمان","کنترل کیفیت آسفالت  ","-","1","1","0","0","4","0","0","9","2","0","3","1","1","1","3","آزمایشگر کنترل کیفیت بتن با کد 311130290020002","پایان دوره متوسطه دوم ( دیپلم ) ","40","110","0","0","150","هیچ کدام","شایستگی","Asphalt quality control test","1398/8/13"
"4872","صنعت","ساختمان","مقّنی","-","1","0","0","0","8","0","0","9","2","0","2","1","1","1","7","کمک مقنی با کد 711120290070001 ","پایان دوره ابتدایی","22","60","0","0","82","هیچ کدام","شغل","Pitman","1398/4/5"
"4873","صنعت","ساختمان","کمک مقّنی ","-","1","0","0","0","7","0","0","9","2","0","2","1","1","1","7","کارگر عمومی مقنی با کد 711120290060001 ","پایان دوره ابتدایی","7","23","0","0","30","هیچ کدام","شغل","Pitman Assistant","1398/4/5"
"4874","صنعت","ساختمان","کارگر عمومی مقنی","-","1","0","0","0","6","0","0","9","2","0","2","1","1","1","7","ندارد","پنجم ابتدایی یا بیسواد با 3 سال سابقه کار ","12","18","0","0","30","هیچ کدام","شغل","Pitman (General skill worker)","1398/4/5"
"4875","صنعت","ساختمان","کمک سازنده سقف شیروانی ","-","1","0","0","0","2","0","0","9","2","0","2","1","2","1","7","کارگر عمومی سازنده سقف شیروانی با کد 712120290040001 ","پایان دوره ابتدایی","22","38","0","0","60","هیچ کدام","شغل","Roof Builder Assistant ","1398/4/31"
"4876","صنعت","ساختمان","كارگر عمومي سازنده سقف شیروانی ","-","1","0","0","0","4","0","0","9","2","0","2","1","2","1","7","ندارد","پایان دوره ابتدایی","14","16","0","0","30","هیچ کدام","شغل","Roof Builder(General skill worker)","1398/4/31"
"4877","صنعت","حمل ونقل زمینی","کارور سکوهای کاری بالابرنده سیار","834320130120021","2","0","0","0","7","1","0","3","1","0","2","3","4","3","8","ندارد"," پایان دوره اول متوسطه (پایان دوره راهنمایی)","69","31","0","0","100","هیچ کدام","شغل","Mobile elevating work platform operation.","1398/7/28"
"4878","صنعت","ساختمان","سازنده سقف شیروانی ","712120290010001","2","0","0","0","1","0","0","9","2","0","2","1","2","1","7","کمک سازنده سقف شیروانی با کد 712120290020001 ","پایان دوره ابتدایی","36","104","0","0","140","هیچ کدام","شغل","Roof Builder","1398/4/31"
"4879","خدمات","امور مالی و بازرگانی","مهندسی فروش","243340450010001-2/1/24/21-4","2","1","0","0","1","0","0","5","4","0","4","3","3","4","2"," بازاریاب با کد 332230450010002","لیسانس مهندسی در کلیه رشته ها","80","115","0","0","195","هیچ کدام","شایستگی","Sales Engineering","1398/7/20"
"4880","کشاورزی","گياهان دارويي و داروهای گیاهی","پرورش سالیکورنیا","-","1","3","0","0","6","0","0","5","0","1","2","1","1","1","6","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","12","70","0","0","82","هیچ کدام","شایستگی","Planting Salicorina plants","1398/9/2"
"4881","کشاورزی","گياهان دارويي و داروهای گیاهی","پرورش مورینگا ( گازرخ )","-","1","5","0","0","6","0","0","5","0","1","2","1","1","1","6","ندارد","پایان دوره اول متوسطه","10","63","0","0","73","هیچ کدام","شایستگی","Planning morning plants","1398/9/2"
"4882","صنعت","مکانیک","تحلیل مسائل چندفیزیک با نرم افزار COMSOL Metaphysics","-","1","5","0","0","0","0","0","1","4","0","4","4","4","1","2","ندارد","کارشناسی مکانیک","27","33","0","0","60","هیچ کدام","شایستگی","COMSOL Metaphysics","1398/8/27"
"4883","خدمات","امور اداری","نظافت مکانیزه اماکن صنعتی","-","1","1","0","0","1","0","0","3","4","0","1","2","1","1","9","ندارد","پايان دوره متوسطه اول(پايان دوره راهنمايي)","10","30","0","0","40","هیچ کدام","شایستگی","Mechanized Cleaning of Industrial Sites","1398/9/1"
"4884","خدمات","امور مالی و بازرگانی","بکارگیری سواد مالی","-","1","0","1","0","1","0","0","5","4","0","2","9","4","2","5","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","30","50","0","0","80","هیچ کدام","شایستگی","Financial literacy","1398/9/1"
"4885","کشاورزی","امور دام و ماکیان","تولید و پرورش مولد و لارم میل ورم","-","1","4","0","0","9","2","0","3","6","0","2","3","2","1","6","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","32","52","0","0","84","هیچ کدام","شایستگی","Meal worm Generation","1398/9/1"
"4886","کشاورزی","امور زراعی","تولیدریزسبزی(میکروگرین)","-","1","1","0","0","2","1","1","2","6","0","2","1","1","1","6","ندارد","پایان دوره اول متوسطه ( پایان دوره راهنمایی )","37","113","0","0","150","هیچ کدام","شایستگی","Production of micro green","1398/9/1"
"4887","صنعت","تاسیسات","سرویس، راه اندازی و عیب یابی کولرهای مولتي پنل و VRV/F","-","1","8","0","0","0","1","0","9","0","0","2","7","2","1","7","ندارد","پایان دوره اول متوسطه (پایان دوره راهنمایی)","57","124","0","0","181","هیچ کدام","شایستگی","Servicing and troubleshooting multi panel and VRV/F Coolers (Variable refrigeration flow “VRF”   Variable refrigeration volume “VRV”)","1398/9/2"
"4888","کشاورزی","امور باغی","تولید پلنتاریوم ","-","1","1","0","0","5","2","1","1","6","0","2","2","1","1","6","ندارد","پایان دوره اول متوسطه ( پایان دوره راهنمایی)","15","50","0","0","65","هیچ کدام","شایستگی","Manufacturer of planetarium ","1398/9/1"
"4889","صنعت","صنایع خودرو","تعمیرکارسیستم فرمان مکانیکی و هیدرولیکی (پرقدرت)","723120010340001","2","0","0","0","4","3","0","1","0","0","2","1","3","2","7","تعمیرکار اتومبیل های سواری بنزینی با کد 723120010020001","پایان دوره اول متوسطه (پایان دوره راهنمایی)","34","86","0","0","120","هیچ کدام","شغل","Powerful  hydraulic  and  mechanical steering system repairer","1398/6/2"
"4890","صنعت","صنایع خودرو","تعمیر کار سیستم انتقال قدرت هیدرودینامیکی","723120010080001","2","0","0","0","8","0","0","1","0","0","2","1","3","2","7","دارابودن گواهینامه تعمیرکارخودروهای تجاری(سنگین ونیمه سنگین) باکد 723120010140002و یا گواهینامه تعمیرکار خودروهای تجاری (سنگین ونیمه سنگین) درجه 2 با کد 723120010140001 ","پایان دوره اول متوسطه (پایان دوره راهنمایی)","63","127","0","0","190","هیچ کدام","شغل","Hydrodynamic power transmission system repairer","1398/6/2"
"4891","صنعت","صنایع خودرو","تعمیرکار سیستم های تعلیق خودروهای سبک (جلوبندی ساز)","723120010100001","2","0","0","0","0","1","0","1","0","0","2","1","3","2","7","تعمیرکار اتومبیل های سواری بنزینی با کد ( 723120010020001 )","پایان دوره اول متوسطه (پایان دوره راهنمایی)","30","90","0","0","120","هیچ کدام","شغل","Light vehicle suspension system repairman","1398/4/30"
"4892","صنعت","صنایع خودرو","تعمیر کار سیستم انتقال قدرت هیدرو استاتیکی","723120010090001","2","0","0","0","9","0","0","1","0","0","2","1","3","2","7","تعمیر کار خودروهای تجاری (سنگین و نیمه سنگین) با کد  723120010140002 ","پایان دوره اول متوسطه( پایان دوره راهنمایی)","60","130","0","0","190","هیچ کدام","شغل","Hydrostatic hydraulic power transmission repairman","1398/4/30"
